timestamp,domain,file,records,avg_reward
2025-07-10T18:18:39.841379,Health,health_20250710_181839.csv,5,2.8
2025-07-10T19:13:51.020555,Health,health_20250710_191351.csv,5,2.2
2025-07-10T19:16:16.486642,Finance,finance_20250710_191616.csv,5,3.0
2025-07-10T19:17:18.976097,Health,health_20250710_191718.csv,3,3.0
2025-07-10T19:18:08.573026,Health,health_20250710_191808.csv,5,2.8
2025-07-10T19:22:57.011792,Finance,finance_20250710_192257.csv,5,3.0
